reviews,cleaned_review,compound_score,label
Writing this review after 3 months of use-The phone is smaller than I expected if you watch contents on mobile then don’t go for it.Let me tell u what’s important-After first month my iPhone 12 mini got freezed with no response.So I have to take the phone to nearby apple customer service centre and they took the phone did some checks and told me that my phone will be sent to bangaluru for further diagnostics and repairing.I didn’t liked that they are saying that I hv to stay without my phone for 10 days.Actually something more disturbing was that a new apple phone gets this much problem.I was disappointed. My phone was returned and the issue they told was that the motherboard was replaced.So all this was very kind of bad experience.Now it’s doing good.Thank you. Sorry for grammatical mistakes!!!,writing review months use phone smaller expected watch contents mobile ' go let tell u ' important first month iphone mini got freezed response take phone nearby apple customer service centre took phone checks told phone sent bangaluru diagnostics repairing ' liked saying hv stay without phone days actually something disturbing new apple phone gets much problem disappointed phone returned issue told motherboard replaced kind bad experience ' good thank sorry grammatical mistakes,-0.4588,negative
"This phone is nice but Amazon is fraud. They have sold me device manufactured in Nov 2020 in June 2021. After using this phone for 2 months , phone was dead. They didn’t allow for replacement. Thanks to Apple they repaired my mobile.",phone nice amazon fraud sold device manufactured nov june using phone months phone dead ' allow replacement thanks apple repaired mobile,-0.2023,negative
This phone has the worst battery life than any other ones. Because of the smaller size of the phone battery capacity is very low. Without even any usage for few hours the battery goes down by 8-9%. This is not worth the price of the phone and very disappointing coming from Apple.,phone worst battery life ones smaller size phone battery capacity low without even usage hours battery goes worth price phone disappointing coming apple,-0.8176,negative
Amazing phone if you don’t like to carry big screen phones. Touch is amazing and very fast phone. No heating.Battery life is good if you are not using it a lot for video calls.,amazing phone ' like carry big screen phones touch amazing fast phone heating battery life good using lot video calls,0.9186,positive
I'm an Android user and decided to switch to iPhone and bought this mini.The phone seems very small if you have switched from a 6.1-inch screen. But after days of using you will get adjusted and no issues with it.The charging is not great as any android. After using the Mi phone this lacks battery way too often if you use your mobile much.,android user decided switch iphone bought mini phone seems small switched inch screen days using get adjusted issues charging great android using mi phone lacks battery way often use mobile much,0.6249,positive
Iphone 12 with network issue. Not able to call or recieve incoming calls. Each and every time we need to swith to airpolane mode to get the network up an running but it till last only for 30mins.Tried resettingUpdated to the latest firmwareBut still the issue is not resolved. Issue occured after 2 months of using the device,iphone network issue able call recieve incoming calls every time need swith airpolane mode get network running till last 30mins tried resettingupdated latest firmwarebut still issue resolved issue occured months using device,0.1779,positive
"Box seal was open , i think it was used product sent to me. Also iphone tm at the back is not available, is it apple product?? Need to return",box seal open think used product sent also iphone tm back available apple product need return,0.0,neutral
"If your a fan of the iPhone 5, SE series due to its form factor this phone is definitely one you would love.Battery life is pretty much alright and isn’t concerning, depending on how far you would be from charging points.Now over 8 months of usage have to say never been happier.",fan iphone se series due form factor phone definitely one would love battery life pretty much alright ' concerning depending far would charging points months usage say never happier,0.8916,positive
"If you have been a fan of iPhone 5s for its compact size and looking for something similar with super powered configurations. Go for it.Battery backup is good, that actually depends on what all apps you use and how long you are on the onscreen apps.Battery backup is going to be likewise even in iPhone 12 PRO (with great screen comes great battery usage)",fan iphone 5s compact size looking something similar super powered configurations go battery backup good actually depends apps use long onscreen apps battery backup going likewise even iphone pro great screen comes great battery usage,0.9538,positive
Photo quality not good. Amazon service is worst and not expected this. Tried to return in 1 day of phone receipt but that went in to def ears. Feel did mistake buying this from Amazon.,photo quality good amazon service worst expected tried return day phone receipt went def ears feel mistake buying amazon,-0.296,negative
Battery need a backup every time better to have a power bank with you to maintain this tiny phone,battery need backup every time better power bank maintain tiny phone,0.4404,positive
Perfect single hand phone... after almost a decade.Pros -1) Everything is good if you want single hand phone - it’s perfect sizeCons -1) Update the software to latest before putting the screen guard... on the base software version - touch screen is unresponsive when in contact with screen guard,perfect single hand phone almost decade pros everything good want single hand phone ' perfect sizecons update software latest putting screen guard base software version touch screen unresponsive contact screen guard,0.9517,positive
It is quite big and not actually as small as I thought . It is bigger than 5s and has a very good camera quality . I can use it the whole day without charging it the second time . It fits well in ones hand . I bought a red phone and the phone looks really stunning in red . The processing speed is good and display quality is simply awesome,quite big actually small thought bigger 5s good camera quality use whole day without charging second time fits well ones hand bought red phone phone looks really stunning red processing speed good display quality simply awesome,0.9524,positive
"It’s a nightmare getting familiar to iOS coming from android. No interoperability. Either you get into the apple ecosystem or you are out of luck. iOS is ages behind, feels like I’m in 2001",' nightmare getting familiar ios coming android interoperability either get apple ecosystem luck ios ages behind feels like ',0.6705,positive
"Very nice very small mobile, very costly, but promoting China",nice small mobile costly promoting china,0.5994,positive
phone is very small can slip from your hand i want to change it but amazon is not eligible after 7 days I thought to change i am helpess,phone small slip hand want change amazon eligible days thought change helpess,0.6369,positive
Good one from apple who loves small phones battery life we will get around 5.8 to 7 hours full on screen time nice call quality best camera tiny in hands to carry nice look overall nice product if we use 20w charger fast charging also available using it from 2 months everything is fine,good one apple loves small phones battery life get around hours full screen time nice call quality best camera tiny hands carry nice look overall nice product use 20w charger fast charging also available using months everything fine,0.9638,positive
Wowforget about everything and go for itbest part of this iphone is nearby people don't recogniseBattery backup is also good don't know why ppl complain about it,wowforget everything go itbest part iphone nearby people recognisebattery backup also good know ppl complain,0.1027,positive
"I used the the earlier iPhone6 which was brought from US. This time I bought it online. Feel the difference quality of product for US and India. Though both phones have label ""designed in California, assembled in china"" , is it true that China treat US and India with different quality ?",used earlier iphone6 brought us time bought online feel difference quality product us india though phones label designed california assembled china true china treat us india different quality,0.6705,positive
Best Buy and good discount.,best buy good discount,0.7964,positive
Face ID is clumsyTouch is not smoothBattery life and charging is a big issueShortcuts and flow is not well thought outHad a much better experience with my oneplus,face id clumsytouch smoothbattery life charging big issueshortcuts flow well thought outhad much better experience oneplus,0.6124,positive
Facing a lot of battery drain issues after playing any song on speaker it start draining very fast even if you stop music drainage didn't stopped.,facing lot battery drain issues playing song speaker start draining fast even stop music drainage stopped,-0.3182,negative
"Been an iPhone user from 5s. Don't like bulky phones which restrict single hand use. So when apple launched this i made up mind to get this. Its kinda downgrade in screen size from XS, but i love the edges.",iphone user 5s like bulky phones restrict single hand use apple launched made mind get kinda downgrade screen size xs love edges,0.8316,positive
"I upgraded from iPhone 7 to iPhone 12 mini.Definitely the new iPhone is better in terms of camera,sound and touch screen.However,battery is still an issue.It drains quite easily in basic functions like calling and whatsapping.The new phone requires one charging a day.If I use it heavily and watch vedios ,then the phone needs to be charged twice in a day.",upgraded iphone iphone mini definitely new iphone better terms camera sound touch screen however battery still issue drains quite easily basic functions like calling whatsapping new phone requires one charging day use heavily watch vedios phone needs charged twice day,0.8399,positive
"One of the lightest iphone ever, no doubt after month of usage , robust performance , crisp and clear display. If you are a heavy user, Battery backup will nt be there throughout the day.Overall worth every Penny",one lightest iphone ever doubt month usage robust performance crisp clear display heavy user battery backup nt throughout day overall worth every penny,0.5267,positive
"Best compact phone , for old iPhone lovers",best compact phone old iphone lovers,0.8225,positive
"The best thing Apple have done is the display. It's gorgeous even though people say it's small but it's so beautiful and adequate. The rest of things like configuration, software and camera are top notch. I wud definitely recommend it to anyone who wants the best of Apple in a compact device.",best thing apple done display gorgeous even though people say small beautiful adequate rest things like configuration software camera top notch wud definitely recommend anyone wants best apple compact device,0.9792,positive
Great device . The overall dimensions and the screen size is amazingly compact — much more than pics. I am using this as my 2nd device apart from older Xs Max . And I much prefer the Mini over the bulky Xs Max. Also the camera is much better and improved than Xs Max . Best thing is being able to keep the phone in my shirt pocket !,great device overall dimensions screen size amazingly compact -- much pics using 2nd device apart older xs max much prefer mini bulky xs max also camera much better improved xs max best thing able keep phone shirt pocket,0.936,positive
Perfect little phone. Small in size but no corners cut for features. This phone supports gigabit lte along with so many 5g bands making this phone really future proof. Camera quality is as always superb. IOS With the powerful processor makes everything so smooth. Sound quality is A1. Only thing .. there is no fingerprint reader for iphones these days ..,perfect little phone small size corners cut features phone supports gigabit lte along many 5g bands making phone really future proof camera quality always superb ios powerful processor makes everything smooth sound quality a1 thing fingerprint reader iphones days,0.9001,positive
"Battery life is pathetic, doesn’t last more than 6-7 hrs. The screen resolution is awesome. The performance is good. Apple could have provided the charging adapter. Had to purchase that additionally. Built quality is good and handy to use.",battery life pathetic ' last hrs screen resolution awesome performance good apple could provided charging adapter purchase additionally built quality good handy use,0.7351,positive
"Got this for 60 k(128gb) during the republic day sale. I was earlier a little worried about the battery life but indeed I found it to be at my expectations.In office,use it is able to spend the day with about 30 percent battery remaining. So I guess for office use this phone is good and even compact . Main issue you may face is of the screen as it is just 5.4 inches ...",got k 128gb republic day sale earlier little worried battery life indeed found expectations office use able spend day percent battery remaining guess office use phone good even compact main issue may face screen inches,0.2484,positive
I switched on my phone after 12-14 days of its delivery because I didn't have the sim at the time delivery but now as I m trying to get it on it isn't showing any response at all. Kindly help with a solution.,switched phone days delivery sim time delivery trying get showing response kindly help solution,0.802,positive
"Against other reviews, I am getting pretty decent battery life. Touch response is very quick. Camera is the main USP of this phone... proved to be a worthy buy..👍🏻",reviews getting pretty decent battery life touch response quick camera main usp phone proved worthy buy,0.7269,positive
Pros1. Good processor2. IOS safety and security3. Better front and rear CameraCons1. Too pricy for what it delivers2. Paint started piling off within first week of purchase (Biggest disappointment)3. Face regonition gesture too buggy,pros1 good processor2 ios safety security3 better front rear cameracons1 pricy delivers2 paint started piling within first week purchase biggest disappointment face regonition gesture buggy,0.6486,positive
Excellent phone and handy phone simple word wow and amazon.in thanks a lot very very cheap price 65k 128 delivery is very fast!!!,excellent phone handy phone simple word wow amazon thanks lot cheap price 65k delivery fast,0.9022,positive
"The republic day sale is very amusing on this product pricing. This product now costs less than that was available during that sale. Hdfc provides more discount than the sbi card at the time of sale. Seeing this, I am Now Disappointed with this pricing at the sale time. Would have saved atleast INR 4,500 if I have bought this now using hdfc card. Rubbish",republic day sale amusing product pricing product costs less available sale hdfc provides discount sbi card time sale seeing disappointed pricing sale time would saved atleast inr bought using hdfc card rubbish,0.3182,positive
"Had some concerns about battery from the reviews. But it turned out decent for my regular use. I think it may be a concern if you constantly play games. With normal use of occasional calls, videos, songs and browsing, it comes 1 full day easily. Rest of the aspects about the phone are of course the best - speed, screen and the FORM FACTOR! Great to use a solid phone that is small and fits the hand.",concerns battery reviews turned decent regular use think may concern constantly play games normal use occasional calls videos songs browsing comes full day easily rest aspects phone course best speed screen form factor great use solid phone small fits hand,0.9509,positive
"I upgraded to a 12 mini from a 7 and If you are someone who use a lot of phone for work and entertainment you would probably end up charging twice a day!Overall build quality is amazing, the phone heats up if there are a lot of tasks running and wouldn’t last a day.",upgraded mini someone use lot phone work entertainment would probably end charging twice day overall build quality amazing phone heats lot tasks running ' last day,0.765,positive
"I ordered white one and performance is soo smooth soo smooth, in short i love it.. if you normal user like only web surfing or social its very good phone for you. Not for gaming or heavy or video shooting due to mini battery.",ordered white one performance soo smooth soo smooth short love normal user like web surfing social good phone gaming heavy video shooting due mini battery,0.8625,positive
One of the best iphone I've ever used till date . Seriously now a days all the phones you get nowadays are either too heavy or too long . But this iPhone 12 mini it's apt in your hands.so much comfortable in one hand usage.Battery is good will last for single day usage.Performance is at best .Camera fantastic performance,one best iphone ever used till date seriously days phones get nowadays either heavy long iphone mini apt hands much comfortable one hand usage battery good last single day usage performance best camera fantastic performance,0.967,positive
"Except battery which is most needed now a days , everything else is fine",except battery needed days everything else fine,0.2023,positive
The media could not be loaded. I’ve opened my box phone is not there please help,media could loaded ' opened box phone please help,0.6124,positive
"This tiny beast is so perfect, completely fits in the hand, you can do everything without finger exercise. The reason I was using 7 is the size, from 7 to 12 mini is just wow. Smaller than iphone 7 with the larger display. Performance is too fast, camera superb and awesome feel in the hand.",tiny beast perfect completely fits hand everything without finger exercise reason using size mini wow smaller iphone larger display performance fast camera superb awesome feel hand,0.974,positive
"Absolutely fine. Little bit battery issue there.. For me, it’s perfectly fine as i am not using much internet on phone.I love this iPhone12mini because it’s really mini 😊",absolutely fine little bit battery issue ' perfectly fine using much internet phone love iphone12mini ' really mini,0.9116,positive
"Pros Good Camera, Compact and fast OS . Only cons is it’s battery",pros good camera compact fast os cons ' battery,0.4404,positive
It is a very good phone. After using big size phones for long time and when I took this mini phone makes me very comfortable. It is light weight and handy. Thanks,good phone using big size phones long time took mini phone makes comfortable light weight handy thanks,0.8442,positive
"As the name says, it is small but handy. Only drawback is battery. Bought at 58999, apple is always overpriced. We are paying just for the brand, if you are extreme pro phone user who will explore all the features and use effectively then go ahead and buy 12 series.Battery needs to be charged every day, if you are a gamer don't buy 12mini. Apart from this iPhone mini is at its best.",name says small handy drawback battery bought apple always overpriced paying brand extreme pro phone user explore features use effectively go ahead buy series battery needs charged every day gamer buy 12mini apart iphone mini best,0.743,positive
"This iphone 12 mini is for light to medium users for heavy users you need to charge the battery at the end of the day.Camera- 5/5Battery- 5/5Call quality- 5/5Screen quality- 5/5Coming from oneplus6 the iphone has much better screen quality, camera is excellent.And the size is perfect for onehand use.You will have a long software updates cycle 4 to 5 years.",iphone mini light medium users heavy users need charge battery end day camera 5battery 5call quality 5screen quality 5coming oneplus6 iphone much better screen quality camera excellent size perfect onehand use long software updates cycle years,0.8834,positive
Too small in size.Very efficient in data transfer from previous iphone. Almost like a clone in 30 minutes.Light weight.Camera not that great as claimedOverall bit overpriced in terms of value for money,small size efficient data transfer previous iphone almost like clone minutes light weight camera great claimedoverall bit overpriced terms value money,0.8887,positive
This is the perfectly designed phone to fit in one palm . All of its features are of iphone12 except battery size which i dont mind as my day is not getting spend in phone that much.,perfectly designed phone fit one palm features iphone12 except battery size dont mind day getting spend phone much,0.7717,positive
After two months 7 days of use device got shut down completely and not turning on,two months days use device got shut completely turning,0.0,neutral
"Battery life too short, getting too much heat, Not worth of money..iPhone 11 was better..screen size is also very small in mini",battery life short getting much heat worth money iphone better screen size also small mini,0.5859,positive
"Good product from Apple .Major con is less battery life and I dropped my phone from a short distance and t a scratch in the screen, why I am specifying this is Apple advertises iPhones as if it can even withstand a nuclear bomb that’s why.Over all worthy product !!",good product apple major con less battery life dropped phone short distance scratch screen specifying apple advertises iphones even withstand nuclear bomb ' worthy product,0.3818,positive
"Amazing phone with all the features that make it perfect. Must have phone for everyone. Expect the battery life, that one needs a big revamp for the price paid. The battery drains of quite quickly too.",amazing phone features make perfect must phone everyone expect battery life one needs big revamp price paid battery drains quite quickly,0.8176,positive
"Battery life is good, SIZE of this phone what I was excited for and trust me it is the best mini phone out there in market. A perfect phone with no compromise at all.",battery life good size phone excited trust best mini phone market perfect phone compromise,0.9477,positive
"I wanted the handy and quality phone, this iPhone is really nice and handy with amazing camera and battery is good too. It get charged within 30 to 40 minutes till 70 to 80%",wanted handy quality phone iphone really nice handy amazing camera battery good get charged within minutes till,0.8503,positive
"Good phone for iPhone lovers. Battery life is good, can be improved bit more. Phone can be little bigger in size. Quality wise perfect iPhone. Go for it!",good phone iphone lovers battery life good improved bit phone little bigger size quality wise perfect iphone go,0.959,positive
Sorry Apple..You are still not user friendly..i am comparing you with samsung...,sorry apple still user friendly comparing samsung,0.4404,positive
The media could not be loaded. Amazing,media could loaded amazing,0.5859,positive
amazon didn't included charging cable and ejector pin inside the box. when I asked about it they saying they kept is in good manner but I don't know to where it went. even not given replacement for facing technical problem of mobile.,amazon included charging cable ejector pin inside box asked saying kept good manner know went even given replacement facing technical problem mobile,0.2263,positive
Good product but I had to return and reorder for a different piece. The sim tray failed to open when it is pressed with the needle. Apple call centre quickly responded and recommended for return. I booked again for a different cell. Thanks to Amazon and Apple.,good product return reorder different piece sim tray failed open pressed needle apple call centre quickly responded recommended return booked different cell thanks amazon apple,0.6124,positive
"After using it for 2 months i realised, battery is not very good and it has some minor issues as well, maybe because of its size and compatibility with other hardware. Better to go with 11 pro for better camera, screen etc. in almost same price.",using months realised battery good minor issues well maybe size compatibility hardware better go pro better camera screen etc almost price,0.8689,positive
"Waster of money, after using of 4 month, screen display trint clour Green,,,,,, no action till now from service , I spent 70,000Not getting any service",waster money using month screen display trint clour green action till service spent 000not getting service,0.0,neutral
I see no reason why people buy oversized phones just for a big screen.This one slides into my pockets so easily.TBH I would have bought the SE if it wasn’t for the 12 mini. But the processor matters and this one works awesome.,see reason people buy oversized phones big screen one slides pockets easily tbh would bought se ' mini processor matters one works awesome,0.765,positive
One of my best purchase. The size is perfect and the performance is out of the world. The only downside is the battery life if you are a heavy user but the 18w charger charges this mini in quiet a small time.Just go for it if you can get it in the sale.,one best purchase size perfect performance world downside battery life heavy user 18w charger charges mini quiet small time go get sale,0.7003,positive
"iphones stubbornly sick to ios,apple store itunes, and hence much cumbersome &complicated than android",iphones stubbornly sick ios apple store itunes hence much cumbersome complicated android,-0.6908,negative
"The simple word to describe is , it's a beast in compact size. Really mesmerizing quality and speed. If you are iOS lover and like small and compact size mobiles, it's very best choice for you. Soon buy it, because production of 12 mini stopped by Apple",simple word describe beast compact size really mesmerizing quality speed ios lover like small compact size mobiles best choice soon buy production mini stopped apple,0.8625,positive
"With the OLED display and the A14 Bionic, you can expect a seamless and lighting speed experience when it comes to shuttling between apps. Battery is a pain point, no doubt, but this compact phone is apt for a not-so-heavy user like me.",oled display a14 bionic expect seamless lighting speed experience comes shuttling apps battery pain point doubt compact phone apt heavy user like,-0.5106,negative
I have been shifted from iphone 6s to this and it’s really great..! All performance is really great as compared to Iphone 11 except the fact that it has a small screen but if you feels great holding a small and handy phone in your hand then this mobile is for you..!,shifted iphone 6s ' really great performance really great compared iphone except fact small screen feels great holding small handy phone hand mobile,0.9544,positive
Excellent features and excellent screen. Battery life lasts for more than a day on normal usage.,excellent features excellent screen battery life lasts day normal usage,0.8126,positive
Worst experience.. battary is same like 5S . look is also like iPhone 5s ..In 3 months time only mic and speaker has gone .. not a worth product in this range . I think I phone 11 is much better than 12 mini,worst experience battary like 5s look also like iphone 5s months time mic speaker gone worth product range think phone much better mini,0.5719,positive
Excellent phone!! Must buy if you like small phones. I am getting 2 days battery. So don’t believe in hearsay!! Overall out of the world experience!! I call it my Jerry Mouse as i have Tom Cat Note 20 ultra also!!,excellent phone must buy like small phones getting days battery ' believe hearsay overall world experience call jerry mouse tom cat note ultra also,0.7351,positive
Tq amazon and hdfc however retail offers turned to be 2k cheaper. Anyhow its fantastic phone and loving it.,tq amazon hdfc however retail offers turned 2k cheaper anyhow fantastic phone loving,0.8481,positive
"I have ordered iPhone 12 mini and the shield was already opened & phone was hanging & heating too much , battery backup 1.30 hours only without using the apps PLEASE DO NOT SHOP WITH AMAZONE.",ordered iphone mini shield already opened phone hanging heating much battery backup hours without using apps please shop amazone,-0.2411,negative
"Awesome look and feel, this is exactly the size i have been looking for as i do prefer watching videos or playing games on my mac .This is perfect for meWas a bit concerned about the battery life but so far i easily cross a day at one charge",awesome look feel exactly size looking prefer watching videos playing games mac perfect mewas bit concerned battery life far easily cross day one charge,0.9001,positive
Screen size is very small than my expectation. No return policy.,screen size small expectation return policy,0.0,neutral
I order this but as soon as I saw thought to return but they don’t return once delivered. It’s hard after spending that much amount and you can’t return. Wanted to buy iPhone 12 instead of mini but as per the return policy I can’t. That’s the only reason to give 1 star.,order soon saw thought return ' return delivered ' hard spending much amount ' return wanted buy iphone instead mini per return policy ' ' reason give star,-0.1027,negative
"Small , Sweet , and Strong phone damn that blue color is simply too good . Iphone improve sound quality .Really best purchase as compare to iphone 11",small sweet strong phone damn blue color simply good iphone improve sound quality really best purchase compare iphone,0.9312,positive
This phone heats up so Quick and hanged few times. When I asked for replacement they said they can’t .. very upset,phone heats quick hanged times asked replacement said ' upset,-0.3818,negative
Totally disappointed.. Don't buy apple Product in Amazon..Sure they will send a defective one and won't replace or refund your money.Amazon customer service is too bad.,totally disappointed buy apple product amazon sure send defective one replace refund money amazon customer service bad,-0.7264,negative
The best thing about this phone is it’s size ...Same as I phone 12 but it’s a size which is very comfy is hand !!!So if you are not a big fan of large screen ... this is the best,best thing phone ' size phone ' size comfy hand big fan large screen best,0.9313,positive
"Good product. I was looking for a minimalistic designed apple product, which this product is !!The design, specs, everything is good. The battery part is the only thing that pulls back this product, rest is superb..",good product looking minimalistic designed apple product product design specs everything good battery part thing pulls back product rest superb,0.872,positive
"Enaaa mobile ya 🤩🥳 pakka mass iPhone iPhone dhan😍🤩🤩Best camera / battery life stand till night, gamers stay away from this mini! bcos it’s mini flagship!! 10/10 💘",enaaa mobile ya pakka mass iphone iphone dhanbest camera battery life stand till night gamers stay away mini bcos ' mini flagship,0.1027,positive
"It’s value for money, I don’t regret buying this at all.",' value money ' regret buying,-0.1027,negative
Very handy and comfortable. Smallest powerful phone with all latest features and incredible camera . Definitely it’s worth buying. Battery could have been bigger like iPhone 12 still we can manage 15-16 hours in a day.,handy comfortable smallest powerful phone latest features incredible camera definitely ' worth buying battery could bigger like iphone still manage hours day,0.9042,positive
"In less than 6 months, rear camera not working, battery health became 90%.. Highly disappointed and feeling like my family member is sick :( very sad :(",less months rear camera working battery health became highly disappointed feeling like family member sick sad,-0.7392,negative
Battery is not great,battery great,0.6249,positive
"Romba varshathuku aprma, kai ku adakama oru phone da yapapaa! Pocket la vachitu dairyamaa suthalam",romba varshathuku aprma kai ku adakama oru phone da yapapaa pocket la vachitu dairyamaa suthalam,0.0,neutral
The rear mic in product I got stopped working after 10 days they didn't replace my mobile as well.Worst experience for spending such amount in amazon... Everyone who ever wanted to buy a brand new things.. buy in respctive stores... Not through amazon...,rear mic product got stopped working days replace mobile well worst experience spending amount amazon everyone ever wanted buy brand new things buy respctive stores amazon,-0.3612,negative
A descent handy phone with fully loaded latest chip and cameras. battery life is also good as compare to my previous iphoneX.,descent handy phone fully loaded latest chip cameras battery life also good compare previous iphonex,0.4404,positive
"Grt phone with high performance in mini smartphone, size is perfect for all kinds of use except for gaming.Pubg run very smoothly on lit but screen size a bit smaller.Camera and battery life are good.",grt phone high performance mini smartphone size perfect kinds use except gaming pubg run smoothly lit screen size bit smaller camera battery life good,0.765,positive
"To compact, keys are too small for adults. Battery doesn’t last more than 3 hours if you continuities it. Phone heats up very fast, you need to keep it in low brightness.",compact keys small adults battery ' last hours continuities phone heats fast need keep low brightness,0.128,positive
"Similar with iphone 5s in size and features, the only drawback is charger not available and have purchased extra with Rs. 1900/-",similar iphone 5s size features drawback charger available purchased extra rs,0.0,neutral
"I ve to upgrade from iPhone 6s (purchased in jan 2016 for 63k) waiting for same size model.. finally , I felt the price was affordable with that 10k cash back.Product is upto my expectation!",upgrade iphone 6s purchased jan 63k waiting size model finally felt price affordable 10k cash back product upto expectation,0.0,neutral
worst mobile,worst mobile,-0.6249,negative
Simply said excellent in all the aspects but you must check the manufacturing date of set because battery life starts from the day one.,simply said excellent aspects must check manufacturing date set battery life starts day one,0.5719,positive
"Except battery, where it’s juice can’t stay for a whole day, rest all seems very good with this phone.",except battery ' juice ' stay whole day rest seems good phone,0.4404,positive
Everyone know about apple products so will not go in great details but nice phone and meets the expectations of someone upgrading from iPhone 8.Appreciate the lightening fast delivery from Amazon and seller. Full 5 stars to them.,everyone know apple products go great details nice phone meets expectations someone upgrading iphone appreciate lightening fast delivery amazon seller full stars,0.8834,positive
My touch is not working fine,touch working fine,0.2023,positive
Apple has done a great job by bringing a lower range phone in a mini version. The only difference between i phone 12 and mini is the screen size and offcourse the battery life. Its my first i phone and I am pretty happy with it.,apple done great job bringing lower range phone mini version difference phone mini screen size offcourse battery life first phone pretty happy,0.8689,positive
"It's my first iPhone ans trust me, the experience is can't be explained. I've been using android for 9 years and always wanted to shift to iphone. Becoz iPhone 12 mini will be usable till 2024 but no Android of 2021 will be seen anywhere in 2024-25",first iphone ans trust experience explained using android years always wanted shift iphone becoz iphone mini usable till android seen anywhere,0.5106,positive
Everything is cool and smooth as iphone 12 except for the smaller battery! Smaller phone = Smaller battery!I accept this since I prefer smaller screen phones to larger for daily use!,everything cool smooth iphone except smaller battery smaller phone smaller battery accept since prefer smaller screen phones larger daily use,0.5994,positive
Toooo small,toooo small,0.0,neutral
Compact in size and cost ! Outstanding and n performance,compact size cost outstanding n performance,0.6124,positive
Best handy iphone ever,best handy iphone ever,0.6369,positive
iPhone has few small small issues but other then that love this iPhone especially this colour Red.Wish I would have bought this in sale in 40k then that would be a great deal.It’s worth in 40k,iphone small small issues love iphone especially colour red wish would bought sale 40k would great deal ' worth 40k,0.9211,positive
Battery life is okay apart from that very good phone,battery life okay apart good phone,0.5859,positive
A great phone overall. Only problem is battery won’t last all day for heavy users,great phone overall problem battery ' last day heavy users,0.34,positive
Such an amazing product!!!!.very compact and handy.i have got that for a good offer price.simply go for it.dont get distracted to negative reviews.,amazing product compact handy got good offer price simply go dont get distracted negative reviews,0.8942,positive
nice small packed with powerful processor i like it.got Little bit heated while using too much continue .,nice small packed powerful processor like got little bit heated using much continue,0.7964,positive
"Battery backup is very poor, even it not last long than 5 to 6 hours on a normal usage and 5.5” screen size is very small to use, but other performance are good","battery backup poor even last long hours normal usage "" screen size small use performance good",-0.0516,negative
"It is good one , purchased it for 54kSometimes very rarely it heats up otherwise it is good in general.",good one purchased 54ksometimes rarely heats otherwise good general,0.7003,positive
"Best 2021 iPhone u can get for cheapest price, 5.4 inch bahut h aaj k standard meh bhi , switched from 6.4 inch display but then also no issue , enjoying every thing with this phone",best iphone u get cheapest price inch bahut h aaj k standard meh bhi switched inch display also issue enjoying every thing phone,0.8074,positive
"Camera is superb. Previous Android user like me may find it little bit inconvenient, but if you wanna buy apple only, this is a good phone. Battery backup is not that bad.",camera superb previous android user like may find little bit inconvenient wanna buy apple good phone battery backup bad,0.5965,positive
Very bad product !,bad product,-0.5423,negative
Size is very very small .. after paying huge amount .. price should be under 40k for this Size is very very small .. after paying huge amount .. price should be under 40k for this,size small paying huge amount price 40k size small paying huge amount price 40k,0.5574,positive
The produce received was tampered and had scratches on them,produce received tampered scratches,0.0,neutral
"Very good performance,touch sensitivity, camera quality for both selfie and back are good and storage is adequate for all my needs highly recommended good product at a good price :)",good performance touch sensitivity camera quality selfie back good storage adequate needs highly recommended good product good price,0.9273,positive
Awesome if you love small sized phones!,awesome love small sized phones,0.8519,positive
"Not worth to buy, touch doesn’t work properly after using screen protector",worth buy touch ' work properly using screen protector,0.2263,positive
"I've always been wanting a smaller phone to use while running, talking etc. iphone mini is perfect in every sense. So happy with this purchase",always wanting smaller phone use running talking etc iphone mini perfect every sense happy purchase,0.8126,positive
awesome phone nothing beats iphone,awesome phone nothing beats iphone,0.6249,positive
Overall it is good,overall good,0.4404,positive
"Finally a perfect phone which fulfils my use case. Small, Packed with features & Fast.Yes, battery is a downer if you use the phone constantly. For me its perfect.",finally perfect phone fulfils use case small packed features fast yes battery downer use phone constantly perfect,0.8779,positive
Good phone. Battery is good for a day and camera is awesome.,good phone battery good day camera awesome,0.872,positive
"Works like a charm. Battery is superbly optimised and is efficient with A14 chipset.Amazing display, nice speakers( good depth), marvellous camera.It’s like small battery but full power.",works like charm battery superbly optimised efficient a14 chipset amazing display nice speakers good depth marvellous camera ' like small battery full power,0.967,positive
Value for money,value money,0.34,positive
"Very good item, very good amazon delivery and delivery agent Rafikul behaviour awesome",good item good amazon delivery delivery agent rafikul behaviour awesome,0.891,positive
Ok ok experience,ok ok experience,0.5267,positive
Nice product ......camera also good but size is small if you are switching from a big phone,nice product camera also good size small switching big phone,0.6908,positive
Battery life is a aerate compared to IPhone XR. But I like this compact size factor.,battery life aerate compared iphone xr like compact size factor,0.3612,positive
"For: fits easily in jeans pocket, compact, light weight, easy to carry specially while travelling, screen quality. Against: typing becoz of small screen size - feels congested.",fits easily jeans pocket compact light weight easy carry specially travelling screen quality typing becoz small screen size feels congested,0.6486,positive
MiNi champ is great...,mini champ great,0.802,positive
"If you are okay with certain limitations like low battery life,small screen, certain apps not configured for 12mini, it's extremely superb phone.",okay certain limitations like low battery life small screen certain apps configured 12mini extremely superb phone,0.8718,positive
The media could not be loaded. Its an amazing experience.,media could loaded amazing experience,0.5859,positive
